hyp1,hyp2,obs1,obs2,label,settings,hyp1_paraphrase,original_example_id,id,hyp1_paraphrase_invalid,annotator,annotation_id,created_at,updated_at,lead_time
"She remembered, apologized and bought her friend a belated gift.",Dorothy's friend called her  and apologized.,Dorothy realized that she had forgotten her friend's birthday.,Her friend forgave her and thanked her.,1,,She felt guilty and got her friend a present after she realized she forgot their birthday.,322,185568,valid,1,11895,2022-10-04T13:38:40.591340Z,2022-10-04T13:38:40.591365Z,2.448
"She remembered, apologized and bought her friend a belated gift.",Dorothy's friend called her  and apologized.,Dorothy realized that she had forgotten her friend's birthday.,Her friend forgave her and thanked her.,1,,"She recalled the situation, said she was sorry, and got her friend a late gift.",322,185567,valid,1,11894,2022-10-04T13:38:37.626953Z,2022-10-04T13:38:37.626992Z,1.141
"She remembered, apologized and bought her friend a belated gift.",Dorothy's friend called her  and apologized.,Dorothy realized that she had forgotten her friend's birthday.,Her friend forgave her and thanked her.,1,,"After she realized she had forgotten her friend's birthday, she apologized and got them a present.",322,185566,valid,1,11893,2022-10-04T13:38:36.147413Z,2022-10-04T13:38:36.147438Z,1.627
"She remembered, apologized and bought her friend a belated gift.",Dorothy's friend called her  and apologized.,Dorothy realized that she had forgotten her friend's birthday.,Her friend forgave her and thanked her.,1,,"After realizing she had forgotten her friend's birthday, she bought them a gift and said she was sorry.",322,185565,valid,1,11892,2022-10-04T13:38:34.024207Z,2022-10-04T13:38:34.024230Z,1.631
"She remembered, apologized and bought her friend a belated gift.",Dorothy's friend called her  and apologized.,Dorothy realized that she had forgotten her friend's birthday.,Her friend forgave her and thanked her.,1,,"She remembered what she did, felt bad and bought her friend a late present.",322,185564,valid,1,11891,2022-10-04T13:38:32.000828Z,2022-10-04T13:38:32.000845Z,1.209
"She remembered, apologized and bought her friend a belated gift.",Dorothy's friend called her  and apologized.,Dorothy realized that she had forgotten her friend's birthday.,Her friend forgave her and thanked her.,1,,"She recalled the incident, said she was sorry, and got her friend a present.",322,185563,valid,1,11890,2022-10-04T13:38:30.519796Z,2022-10-04T13:38:30.519813Z,2.862
"She remembered, apologized and bought her friend a belated gift.",Dorothy's friend called her  and apologized.,Dorothy realized that she had forgotten her friend's birthday.,Her friend forgave her and thanked her.,1,,She apologized to her friend for forgetting their anniversary and bought them a belated gift.,322,185562,invalid,1,11889,2022-10-04T13:38:27.351615Z,2022-10-04T13:38:27.351634Z,2.014
"She remembered, apologized and bought her friend a belated gift.",Dorothy's friend called her  and apologized.,Dorothy realized that she had forgotten her friend's birthday.,Her friend forgave her and thanked her.,1,,"After she realized she had forgotten her friend's birthday, she felt guilty and went out to buy them a present.",322,185561,valid,1,11888,2022-10-04T13:38:24.881169Z,2022-10-04T13:38:24.881188Z,26.151
Ben's mother made a spinach pie.,Ben then had spinach in his salad and hated it.,Ben hated spinach.,It was so good that he never called it nasty again.,1,,Ben's mom made a spinach pie for him.,2261,185560,valid,1,11887,2022-10-04T13:37:58.474000Z,2022-10-04T13:37:58.474024Z,0.808
Ben's mother made a spinach pie.,Ben then had spinach in his salad and hated it.,Ben hated spinach.,It was so good that he never called it nasty again.,1,,Ben's mother prepared a spinach pie.,2261,185559,valid,1,11886,2022-10-04T13:37:57.350018Z,2022-10-04T13:37:57.350043Z,1.033
Ben's mother made a spinach pie.,Ben then had spinach in his salad and hated it.,Ben hated spinach.,It was so good that he never called it nasty again.,1,,Ben's mother baked a spinach pie.,2261,185558,valid,1,11885,2022-10-04T13:37:55.953284Z,2022-10-04T13:37:55.953300Z,0.879
Ben's mother made a spinach pie.,Ben then had spinach in his salad and hated it.,Ben hated spinach.,It was so good that he never called it nasty again.,1,,Ben's mom cooked up a spinach pie.,2261,185557,valid,1,11884,2022-10-04T13:37:54.828398Z,2022-10-04T13:37:54.828414Z,0.69
Ben's mother made a spinach pie.,Ben then had spinach in his salad and hated it.,Ben hated spinach.,It was so good that he never called it nasty again.,1,,Ben's mom whipped up a spinach pie.,2261,185556,valid,1,11883,2022-10-04T13:37:53.812281Z,2022-10-04T13:37:53.812298Z,0.903
Ben's mother made a spinach pie.,Ben then had spinach in his salad and hated it.,Ben hated spinach.,It was so good that he never called it nasty again.,1,,Ben's mother made a spinach and cheese pie for dinner.,2261,185555,valid,1,11882,2022-10-04T13:37:52.387393Z,2022-10-04T13:37:52.387414Z,3.042
Ben's mother made a spinach pie.,Ben then had spinach in his salad and hated it.,Ben hated spinach.,It was so good that he never called it nasty again.,1,,Ben's mother made a spinach and cheese pie.,2261,185554,valid,1,11881,2022-10-04T13:37:49.077397Z,2022-10-04T13:37:49.077422Z,3.111
Ben's mother made a spinach pie.,Ben then had spinach in his salad and hated it.,Ben hated spinach.,It was so good that he never called it nasty again.,1,,Ben's mother decided to make a spinach pie.,2261,185553,valid,1,11880,2022-10-04T13:37:45.664087Z,2022-10-04T13:37:45.664106Z,5.363
She went on a diet and gained 5 pounds in a month.,Breanna decided to join a gym.,Breanna wants to lose some weight.,She was happy and decides to do it for another month.,2,,"She began eating healthier and, surprisingly, gained five pounds in one month.",1200,185552,valid,1,11879,2022-10-04T13:37:39.880141Z,2022-10-04T13:37:39.880165Z,2.095
She went on a diet and gained 5 pounds in a month.,Breanna decided to join a gym.,Breanna wants to lose some weight.,She was happy and decides to do it for another month.,2,,She tried a new diet but gained 5 pounds in one month.,1200,185551,valid,1,11878,2022-10-04T13:37:37.506522Z,2022-10-04T13:37:37.506540Z,1.863
She went on a diet and gained 5 pounds in a month.,Breanna decided to join a gym.,Breanna wants to lose some weight.,She was happy and decides to do it for another month.,2,,"Despite going on a diet, she gained 5 pounds in one month.",1200,185550,valid,1,11877,2022-10-04T13:37:35.318308Z,2022-10-04T13:37:35.318334Z,1.821
She went on a diet and gained 5 pounds in a month.,Breanna decided to join a gym.,Breanna wants to lose some weight.,She was happy and decides to do it for another month.,2,,She went on a diet but gained 5 pounds in a month.,1200,185549,valid,1,11876,2022-10-04T13:37:33.129701Z,2022-10-04T13:37:33.129725Z,4.666
She went on a diet and gained 5 pounds in a month.,Breanna decided to join a gym.,Breanna wants to lose some weight.,She was happy and decides to do it for another month.,2,,"disapprovingly, she gained five pounds in one month after starting a new diet.",1200,185548,invalid,1,11875,2022-10-04T13:37:28.172796Z,2022-10-04T13:37:28.172815Z,1.508
She went on a diet and gained 5 pounds in a month.,Breanna decided to join a gym.,Breanna wants to lose some weight.,She was happy and decides to do it for another month.,2,,"Even though she began eating less, she still managed to gain 5 pounds within a month.",1200,185547,invalid,1,11874,2022-10-04T13:37:26.305902Z,2022-10-04T13:37:26.305921Z,1.697
She went on a diet and gained 5 pounds in a month.,Breanna decided to join a gym.,Breanna wants to lose some weight.,She was happy and decides to do it for another month.,2,,"After she started dieting, she 5 pounds in one month.",1200,185546,invalid,1,11873,2022-10-04T13:37:24.113726Z,2022-10-04T13:37:24.113750Z,1.987
She went on a diet and gained 5 pounds in a month.,Breanna decided to join a gym.,Breanna wants to lose some weight.,She was happy and decides to do it for another month.,2,,She started eating healthier and gained 5 pounds in one month.,1200,185545,valid,1,11872,2022-10-04T13:37:21.768934Z,2022-10-04T13:37:21.768950Z,3.008
She went on a diet and gained 5 pounds in a month.,Breanna decided to join a gym.,Breanna wants to lose some weight.,She was happy and decides to do it for another month.,2,,"She went on a diet and instead of losing weight, she gained 5 pounds in a month.",1200,185544,valid,1,11871,2022-10-04T13:37:18.453686Z,2022-10-04T13:37:18.453705Z,9.711
She went on a diet and gained 5 pounds in a month.,Breanna decided to join a gym.,Breanna wants to lose some weight.,She was happy and decides to do it for another month.,2,,She changed her eating habits and gained five pounds in one month.,1200,185543,valid,1,11870,2022-10-04T13:37:08.347406Z,2022-10-04T13:37:08.347424Z,6.417
Dan was jealous and destroyed his brother's toy.,Dan's brother drove Dan's Power Wheels without his permission.,Dan's brother had the Power Wheels truck Dan always wanted.,Dan was grounded for a week.,1,,"Dan was feeling jealous, so he ruined his brother's toy.",2574,185542,valid,1,11869,2022-10-04T13:37:01.543678Z,2022-10-04T13:37:01.543704Z,0.743
Dan was jealous and destroyed his brother's toy.,Dan's brother drove Dan's Power Wheels without his permission.,Dan's brother had the Power Wheels truck Dan always wanted.,Dan was grounded for a week.,1,,"Dan was angry and jealous, so he ruined his brother's toy.",2574,185541,valid,1,11868,2022-10-04T13:37:00.319273Z,2022-10-04T13:37:00.319291Z,6.785
Dan was jealous and destroyed his brother's toy.,Dan's brother drove Dan's Power Wheels without his permission.,Dan's brother had the Power Wheels truck Dan always wanted.,Dan was grounded for a week.,1,,Dan was so jealous that he ruined his brother's toy out of spite.,2574,185540,valid,1,11867,2022-10-04T13:36:53.175722Z,2022-10-04T13:36:53.175746Z,3.135
Dan was jealous and destroyed his brother's toy.,Dan's brother drove Dan's Power Wheels without his permission.,Dan's brother had the Power Wheels truck Dan always wanted.,Dan was grounded for a week.,1,,Dan was so jealous that he ruined his brother's toy.,2574,185539,valid,1,11866,2022-10-04T13:36:49.608470Z,2022-10-04T13:36:49.608490Z,1.82
Dan was jealous and destroyed his brother's toy.,Dan's brother drove Dan's Power Wheels without his permission.,Dan's brother had the Power Wheels truck Dan always wanted.,Dan was grounded for a week.,1,,"Dan was jealous of his brother's toy, so he destrored it.",2574,185538,valid,1,11865,2022-10-04T13:36:47.391543Z,2022-10-04T13:36:47.391564Z,1.036
Dan was jealous and destroyed his brother's toy.,Dan's brother drove Dan's Power Wheels without his permission.,Dan's brother had the Power Wheels truck Dan always wanted.,Dan was grounded for a week.,1,,Dan was feeling resentful and destroyed his brother's toy.,2574,185537,valid,1,11864,2022-10-04T13:36:46.078326Z,2022-10-04T13:36:46.078346Z,1.004
Dan was jealous and destroyed his brother's toy.,Dan's brother drove Dan's Power Wheels without his permission.,Dan's brother had the Power Wheels truck Dan always wanted.,Dan was grounded for a week.,1,,"Dan was angry and envy-ridden, so he destroyed his brother's toy.",2574,185536,valid,1,11863,2022-10-04T13:36:44.622694Z,2022-10-04T13:36:44.622717Z,1.434
Dan was jealous and destroyed his brother's toy.,Dan's brother drove Dan's Power Wheels without his permission.,Dan's brother had the Power Wheels truck Dan always wanted.,Dan was grounded for a week.,1,,"Dan felt lousy because his brother's new toy was cooler than his, so he ruined it.",2574,185535,valid,1,11862,2022-10-04T13:36:42.933047Z,2022-10-04T13:36:42.933065Z,6.481
Dan was jealous and destroyed his brother's toy.,Dan's brother drove Dan's Power Wheels without his permission.,Dan's brother had the Power Wheels truck Dan always wanted.,Dan was grounded for a week.,1,,Dan was envious and ruined his brother's toy.,2574,185534,valid,1,11861,2022-10-04T13:36:36.181263Z,2022-10-04T13:36:36.181281Z,1.047
Dan was jealous and destroyed his brother's toy.,Dan's brother drove Dan's Power Wheels without his permission.,Dan's brother had the Power Wheels truck Dan always wanted.,Dan was grounded for a week.,1,,"Dan was feeling envious, so he ruined his brother's toy.",2574,185533,valid,1,11860,2022-10-04T13:36:34.694315Z,2022-10-04T13:36:34.694334Z,5.1
Julia was a good friend.,Julia studied to become a chef.,"As a little girl, Julia loved to help her dad cook.","Every time her father came in to eat, He glowed with pride for Julia.",2,,Julia was a great friend.,2533,185532,valid,1,11859,2022-10-04T13:36:29.243153Z,2022-10-04T13:36:29.243170Z,0.924
Julia was a good friend.,Julia studied to become a chef.,"As a little girl, Julia loved to help her dad cook.","Every time her father came in to eat, He glowed with pride for Julia.",2,,Julia was a great friend to me.,2533,185531,invalid,1,11858,2022-10-04T13:36:27.923388Z,2022-10-04T13:36:27.923406Z,1.015
Julia was a good friend.,Julia studied to become a chef.,"As a little girl, Julia loved to help her dad cook.","Every time her father came in to eat, He glowed with pride for Julia.",2,,Julia was a good friend to me.,2533,185530,invalid,1,11857,2022-10-04T13:36:26.478380Z,2022-10-04T13:36:26.478398Z,1.356
Julia was a good friend.,Julia studied to become a chef.,"As a little girl, Julia loved to help her dad cook.","Every time her father came in to eat, He glowed with pride for Julia.",2,,Julia was a great friend to have.,2533,185529,valid,1,11856,2022-10-04T13:36:24.653492Z,2022-10-04T13:36:24.653516Z,1.943
A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,2,,A goose walked in front of Sam.,1481,185528,invalid,1,11855,2022-10-04T13:36:22.212065Z,2022-10-04T13:36:22.212091Z,1.288
A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,2,,A goose led Sam.,1481,185527,valid,1,11854,2022-10-04T13:36:20.476192Z,2022-10-04T13:36:20.476210Z,0.705
A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,2,,A goose was leading Sam.,1481,185526,valid,1,11853,2022-10-04T13:36:19.182210Z,2022-10-04T13:36:19.182228Z,4.774
A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,2,,A goose lead Sam astray.,1481,185525,valid,1,11852,2022-10-04T13:36:14.159548Z,2022-10-04T13:36:14.159565Z,3.977
He decided to change his career path.,Tim decided to change his career path to music.,Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,1,,He chose to change the direction of his career.,2364,185524,valid,1,11851,2022-10-04T13:36:09.701962Z,2022-10-04T13:36:09.701984Z,1.197
He decided to change his career path.,Tim decided to change his career path to music.,Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,1,,He chose to pursue a different professional path.,2364,185523,valid,1,11850,2022-10-04T13:36:08.259503Z,2022-10-04T13:36:08.259520Z,7.334
He decided to change his career path.,Tim decided to change his career path to music.,Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,1,,He chose to change his career goals.,2364,185522,valid,1,11849,2022-10-04T13:36:00.549109Z,2022-10-04T13:36:00.549132Z,0.777
He decided to change his career path.,Tim decided to change his career path to music.,Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,1,,He decided to change the direction of his career.,2364,185521,valid,1,11848,2022-10-04T13:35:59.207084Z,2022-10-04T13:35:59.207102Z,1.031
He decided to change his career path.,Tim decided to change his career path to music.,Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,1,,He chose to pursue a different career.,2364,185520,valid,1,11847,2022-10-04T13:35:57.927245Z,2022-10-04T13:35:57.927263Z,0.796
He decided to change his career path.,Tim decided to change his career path to music.,Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,1,,He chose to pursue a different career path.,2364,185519,valid,1,11846,2022-10-04T13:35:56.783207Z,2022-10-04T13:35:56.783223Z,0.886
He decided to change his career path.,Tim decided to change his career path to music.,Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,1,,He decided to pursue a different career path.,2364,185518,valid,1,11845,2022-10-04T13:35:55.594999Z,2022-10-04T13:35:55.595023Z,2.841
The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,2,,"close to its food bowl, the puppy discovered its most cherished toy.",787,185517,valid,1,11844,2022-10-04T13:35:52.417187Z,2022-10-04T13:35:52.417212Z,2.195
The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,2,,The puppy's favorite toy was close to its food bowl.,787,185516,valid,1,11843,2022-10-04T13:35:49.775912Z,2022-10-04T13:35:49.775939Z,0.976
The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,2,,The puppy was happy to find its favorite toy near its food bowl.,787,185515,valid,1,11842,2022-10-04T13:35:48.495465Z,2022-10-04T13:35:48.495483Z,1.347
The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,2,,The puppy was thrilled to discover its favorite toy tucked away near its food dish.,787,185514,valid,1,11841,2022-10-04T13:35:46.899580Z,2022-10-04T13:35:46.899596Z,4.611
The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,2,,The puppy discovered its favorite toy close to its food dish.,787,185513,valid,1,11840,2022-10-04T13:35:41.818717Z,2022-10-04T13:35:41.818739Z,3.004
The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,2,,The puppy's favorite toy was near its food bowl.,787,185512,valid,1,11839,2022-10-04T13:35:38.570241Z,2022-10-04T13:35:38.570267Z,1.865
The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,2,,The puppy found its favorite toy next to its food bowl.,787,185511,valid,1,11838,2022-10-04T13:35:36.414404Z,2022-10-04T13:35:36.414422Z,0.91
The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,2,,The puppy spotted its beloved toy next to its food bowl.,787,185510,valid,1,11837,2022-10-04T13:35:34.996543Z,2022-10-04T13:35:34.996561Z,3.487
The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,2,,The puppy's favorite toy was next to its food bowl.,787,185509,valid,1,11836,2022-10-04T13:35:31.206990Z,2022-10-04T13:35:31.207012Z,7.603
Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",Ann was feeling blue.,The funny comedian made Anna laugh heartily!,1,,Ann's mother was having surgery tomorrow and she felt really sad about it.,2885,185508,valid,1,11835,2022-10-04T13:35:23.291417Z,2022-10-04T13:35:23.291450Z,1.636
Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",Ann was feeling blue.,The funny comedian made Anna laugh heartily!,1,,Ann was feeling down because her mother was scheduled for surgery the following day.,2885,185507,valid,1,11834,2022-10-04T13:35:21.317814Z,2022-10-04T13:35:21.317834Z,1.354
Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",Ann was feeling blue.,The funny comedian made Anna laugh heartily!,1,,Ann was feeling down because her mother was scheduled for surgery the next day.,2885,185506,valid,1,11833,2022-10-04T13:35:19.713195Z,2022-10-04T13:35:19.713212Z,1.106
Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",Ann was feeling blue.,The funny comedian made Anna laugh heartily!,1,,Ann was down in the dumps because her mother was going to be having surgery tomorrow.,2885,185505,valid,1,11832,2022-10-04T13:35:18.233352Z,2022-10-04T13:35:18.233368Z,1.088
Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",Ann was feeling blue.,The funny comedian made Anna laugh heartily!,1,,Ann was feeling down because her mother was set to have surgery the following day.,2885,185504,valid,1,11831,2022-10-04T13:35:16.876922Z,2022-10-04T13:35:16.876939Z,0.714
Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",Ann was feeling blue.,The funny comedian made Anna laugh heartily!,1,,Ann felt upset because her mother was scheduled to have surgery the following day.,2885,185503,valid,1,11830,2022-10-04T13:35:15.835032Z,2022-10-04T13:35:15.835049Z,0.79
Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",Ann was feeling blue.,The funny comedian made Anna laugh heartily!,1,,Ann was feeling sad because her mother was having surgery the following day.,2885,185502,valid,1,11829,2022-10-04T13:35:14.605799Z,2022-10-04T13:35:14.605826Z,0.828
Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",Ann was feeling blue.,The funny comedian made Anna laugh heartily!,1,,Ann felt down because her mother was going to have surgery the following day.,2885,185501,valid,1,11828,2022-10-04T13:35:13.425893Z,2022-10-04T13:35:13.425938Z,0.967
Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",Ann was feeling blue.,The funny comedian made Anna laugh heartily!,1,,Ann was feeling down because her mom was scheduled for surgery tomorrow.,2885,185500,valid,1,11827,2022-10-04T13:35:12.143652Z,2022-10-04T13:35:12.143670Z,5.41
A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",There was a stray dog in the city.,She took the dog home and kept him.,1,,The kind woman felt pity for the little dog.,284,185499,valid,1,11826,2022-10-04T13:35:06.425875Z,2022-10-04T13:35:06.425892Z,1.839
A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",There was a stray dog in the city.,She took the dog home and kept him.,1,,The woman felt compassion for the dog.,284,185498,valid,1,11825,2022-10-04T13:35:04.299930Z,2022-10-04T13:35:04.299947Z,0.927
A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",There was a stray dog in the city.,She took the dog home and kept him.,1,,A kind woman showed sympathy for the dog.,284,185497,valid,1,11824,2022-10-04T13:35:02.919926Z,2022-10-04T13:35:02.919949Z,1.606
A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",There was a stray dog in the city.,She took the dog home and kept him.,1,,The lady was kind and felt bad for the dog.,284,185496,valid,1,11823,2022-10-04T13:35:00.977491Z,2022-10-04T13:35:00.977517Z,0.775
A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",There was a stray dog in the city.,She took the dog home and kept him.,1,,The woman felt empathy for the dog.,284,185495,valid,1,11822,2022-10-04T13:34:59.753028Z,2022-10-04T13:34:59.753045Z,0.854
A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",There was a stray dog in the city.,She took the dog home and kept him.,1,,The woman was kind and felt compassion for the dog.,284,185494,valid,1,11821,2022-10-04T13:34:58.665192Z,2022-10-04T13:34:58.665210Z,1.695
A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",There was a stray dog in the city.,She took the dog home and kept him.,1,,The woman felt sympathetic towards the dog.,284,185493,valid,1,11820,2022-10-04T13:34:56.597109Z,2022-10-04T13:34:56.597127Z,0.716
A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",There was a stray dog in the city.,She took the dog home and kept him.,1,,A kind woman felt compassion for the dog.,284,185492,valid,1,11819,2022-10-04T13:34:55.243024Z,2022-10-04T13:34:55.243040Z,0.73
A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",There was a stray dog in the city.,She took the dog home and kept him.,1,,The woman was kind and felt sympathy for the dog.,284,185491,valid,1,11818,2022-10-04T13:34:54.079684Z,2022-10-04T13:34:54.079717Z,3.317
"Danny wanted a pet, and his wife loved of dogs.",Danny's wife grew up with cats because she feared dogs.,Danny had grown up with dogs.,Danny and his wife picked a cat that they both liked.,2,,"Danny wanted a pet, and his wife was a big fan of dogs.",187,185490,valid,1,11817,2022-10-04T13:34:50.274735Z,2022-10-04T13:34:50.274752Z,0.792
"Danny wanted a pet, and his wife loved of dogs.",Danny's wife grew up with cats because she feared dogs.,Danny had grown up with dogs.,Danny and his wife picked a cat that they both liked.,2,,"Danny wanted a pet, and his wife adored dogs.",187,185489,valid,1,11816,2022-10-04T13:34:48.970737Z,2022-10-04T13:34:48.970760Z,1.275
"Danny wanted a pet, and his wife loved of dogs.",Danny's wife grew up with cats because she feared dogs.,Danny had grown up with dogs.,Danny and his wife picked a cat that they both liked.,2,,Danny wanted a pet and his wife was particularly fond of dogs.,187,185488,valid,1,11815,2022-10-04T13:34:47.286299Z,2022-10-04T13:34:47.286324Z,1.679
"Danny wanted a pet, and his wife loved of dogs.",Danny's wife grew up with cats because she feared dogs.,Danny had grown up with dogs.,Danny and his wife picked a cat that they both liked.,2,,"Danny desired a pet, and his wife was particularly fond of dogs.",187,185487,valid,1,11814,2022-10-04T13:34:45.299614Z,2022-10-04T13:34:45.299632Z,0.873
"Danny wanted a pet, and his wife loved of dogs.",Danny's wife grew up with cats because she feared dogs.,Danny had grown up with dogs.,Danny and his wife picked a cat that they both liked.,2,,"Danny wanted to get a pet, and his wife was especially fond of dogs.",187,185486,valid,1,11813,2022-10-04T13:34:44.131975Z,2022-10-04T13:34:44.131993Z,0.952
"Danny wanted a pet, and his wife loved of dogs.",Danny's wife grew up with cats because she feared dogs.,Danny had grown up with dogs.,Danny and his wife picked a cat that they both liked.,2,,"Danny desired a pet, and his partner was very fond of dogs.",187,185485,valid,1,11812,2022-10-04T13:34:42.931552Z,2022-10-04T13:34:42.931575Z,2.477
"Danny wanted a pet, and his wife loved of dogs.",Danny's wife grew up with cats because she feared dogs.,Danny had grown up with dogs.,Danny and his wife picked a cat that they both liked.,2,,"Danny hoped to get a pet, and his wife was especially fond of dogs.",187,185484,valid,1,11811,2022-10-04T13:34:40.062375Z,2022-10-04T13:34:40.062393Z,3.184
"Danny wanted a pet, and his wife loved of dogs.",Danny's wife grew up with cats because she feared dogs.,Danny had grown up with dogs.,Danny and his wife picked a cat that they both liked.,2,,"Danny wanted to get a pet, and his wife loved dogs.",187,185483,valid,1,11810,2022-10-04T13:34:36.482272Z,2022-10-04T13:34:36.482289Z,1.35
"Danny wanted a pet, and his wife loved of dogs.",Danny's wife grew up with cats because she feared dogs.,Danny had grown up with dogs.,Danny and his wife picked a cat that they both liked.,2,,"Danny desired a pet, and his partner was particularly fond of dogs.",187,185482,valid,1,11809,2022-10-04T13:34:34.760724Z,2022-10-04T13:34:34.760742Z,0.929
"Danny wanted a pet, and his wife loved of dogs.",Danny's wife grew up with cats because she feared dogs.,Danny had grown up with dogs.,Danny and his wife picked a cat that they both liked.,2,,"Danny desired a pet, and his spouse was particularly fond of dogs.",187,185481,valid,1,11808,2022-10-04T13:34:33.525108Z,2022-10-04T13:34:33.525130Z,3.258
Fred was a good swimmer.,Fred had prepared for this for a year.,Fred tried out for the track team and got in line for the mile run.,Fred one first place every time because it only lasts a few seconds.,2,,Fred was a strong swimmer.,2708,185480,valid,1,11807,2022-10-04T13:34:29.852112Z,2022-10-04T13:34:29.852136Z,2.478
Fred was a good swimmer.,Fred had prepared for this for a year.,Fred tried out for the track team and got in line for the mile run.,Fred one first place every time because it only lasts a few seconds.,2,,Fred was skilled at swimming.,2708,185479,valid,1,11806,2022-10-04T13:34:27.026315Z,2022-10-04T13:34:27.026333Z,0.642
Fred was a good swimmer.,Fred had prepared for this for a year.,Fred tried out for the track team and got in line for the mile run.,Fred one first place every time because it only lasts a few seconds.,2,,Fred was a competent swimmer.,2708,185478,valid,1,11805,2022-10-04T13:34:25.903297Z,2022-10-04T13:34:25.903315Z,0.635
Fred was a good swimmer.,Fred had prepared for this for a year.,Fred tried out for the track team and got in line for the mile run.,Fred one first place every time because it only lasts a few seconds.,2,,Fred was a skilled swimmer.,2708,185477,valid,1,11804,2022-10-04T13:34:24.803101Z,2022-10-04T13:34:24.803124Z,1.614
Alison felt a pain on her arm and she looked.,Alison felt a cat on her shoulder.,Alison was playing in the park.,"There, she saw a bee sting.",1,,"After feeling a pain on her arm, Alison looked to see what it was.",933,185476,valid,1,11803,2022-10-04T13:34:22.844996Z,2022-10-04T13:34:22.845013Z,1.576
Alison felt a pain on her arm and she looked.,Alison felt a cat on her shoulder.,Alison was playing in the park.,"There, she saw a bee sting.",1,,Alison found herself feeling a pain on her arm and decided to investigate.,933,185475,valid,1,11802,2022-10-04T13:34:20.913790Z,2022-10-04T13:34:20.913814Z,1.888
