obs1,obs2,hyp1,hyp2,label,hyp1_paraphrase,settings,original_example_id
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose's been putting Sam on Sam.,"{'lexical': 0.4, 'syntactic': 0.45, 'semantic': 0.7}",1481
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose Goose's sam.,"{'lexical': 0.45, 'syntactic': 0.25, 'semantic': 1.0}",1481
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose's got Sam pinned.,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 0.75}",1481
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose's got Sam smirk.,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 0.8}",1481
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose was the one that sam was wearing.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.75}",1481
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose had legged Sam.,"{'lexical': 0.5, 'syntactic': 0.25, 'semantic': 1.0}",1481
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose was the one that sam blind.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.8}",1481
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose was a smirk.,"{'lexical': 0.5, 'syntactic': 0.35, 'semantic': 0.9}",1481
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose Goose's eyes were on Sam.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.9}",1481
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose Goose was pointing Sam.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.9}",1481
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose Goose had sam.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.9}",1481
Sam took his lunch break by the pond outside his office building.,He dropped the scraps as he ran from the goose.,A goose leaded Sam.,"Seeing a sandwhich in Sam's house, a goose starts to charge over.",2,Goose was pointing Sam.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.85}",1481
Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,He decided to change his career path.,Tim decided to change his career path to music.,1,Decided to change the trajectory of his career.,"{'lexical': 0.5, 'syntactic': 0.4, 'semantic': 0.7}",2364
Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,He decided to change his career path.,Tim decided to change his career path to music.,1,Decided to change his career.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",2364
Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,He decided to change his career path.,Tim decided to change his career path to music.,1,Decided to change the way he was going to work.,"{'lexical': 0.35, 'syntactic': 0.35, 'semantic': 0.8}",2364
Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,He decided to change his career path.,Tim decided to change his career path to music.,1,Decided to change the course of his career.,"{'lexical': 0.5, 'syntactic': 0.5, 'semantic': 0.75}",2364
Tim was a fan of history.,Tim's making a lot of money from writing about what he loves now.,He decided to change his career path.,Tim decided to change his career path to music.,1,Decided to change the trajectory of the career.,"{'lexical': 0.5, 'syntactic': 0.3, 'semantic': 0.7}",2364
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,The dog found his favorite plaything on the tv's plate.,"{'lexical': 0.2, 'syntactic': 0.2, 'semantic': 0.75}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,The puppy found his favorite plaything on the tuff.,"{'lexical': 0.45, 'syntactic': 0.2, 'semantic': 0.9}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,The puppy found his favorite toy on the tuff.,"{'lexical': 0.3, 'syntactic': 0.2, 'semantic': 1.0}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,The dog's favorite toy is found on the label.,"{'lexical': 0.3, 'syntactic': 0.25, 'semantic': 0.75}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,The puppy found his favorite plaything on the tack.,"{'lexical': 0.25, 'syntactic': 0.3, 'semantic': 0.85}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,The puppy found his favorite toy on the tv's plate.,"{'lexical': 0.35, 'syntactic': 0.2, 'semantic': 0.9}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy found his favorite toy on the tuff.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 1.0}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's found his favorite plaything on the tuff.,"{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 0.85}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy found his favorite plaything on the tuff.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.85}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy found out on the label.,"{'lexical': 0.25, 'syntactic': 0.4, 'semantic': 0.75}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy near the tuff.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 1.0}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Dog's favorite toy is found on the label.,"{'lexical': 0.3, 'syntactic': 0.45, 'semantic': 0.8}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Dog's favorite toy is found on the cigarette near the cigarette.,"{'lexical': 0.2, 'syntactic': 0.45, 'semantic': 0.85}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy found on the tuff.,"{'lexical': 0.2, 'syntactic': 0.45, 'semantic': 0.9}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Dog's favorite toy located on the tack.,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 0.8}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Dog's favorite toy near the cigarette.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.9}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Dog's favorite toy near the tack.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,"In the dog's hand, the dog found his favorite plaything on the tuff","{'lexical': 0.25, 'syntactic': 0.55, 'semantic': 0.75}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,"In the dog's hand, the dog found his favorite plaything right next to the ","{'lexical': 0.3, 'syntactic': 0.55, 'semantic': 0.8}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Dog's favorite toy near the tuff.,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 1.0}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,The dog found his favorite plaything on the tv's label.,"{'lexical': 0.25, 'syntactic': 0.2, 'semantic': 0.75}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,The puppy found his favorite plaything on the tv's plate.,"{'lexical': 0.35, 'syntactic': 0.25, 'semantic': 0.85}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's found his favorite toy on the tuff.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.9}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy is found on the tuff.,"{'lexical': 0.25, 'syntactic': 0.4, 'semantic': 0.85}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Dog's favorite toy is on the tack.,"{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.7}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Dog's favorite toy located on the cigarette.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.75}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,The dog found his favorite plaything on the tv's register.,"{'lexical': 0.45, 'syntactic': 0.2, 'semantic': 0.7}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy is on the tuff.,"{'lexical': 0.45, 'syntactic': 0.4, 'semantic': 0.85}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy is near the tuff.,"{'lexical': 0.3, 'syntactic': 0.35, 'semantic': 1.0}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy is on the tack.,"{'lexical': 0.3, 'syntactic': 0.4, 'semantic': 0.7}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Dog's favorite toy is right near the cigarette.,"{'lexical': 0.35, 'syntactic': 0.45, 'semantic': 0.7}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy located on the tuff.,"{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.9}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,"In the dog's hand, the toy found its favorite toy.","{'lexical': 0.3, 'syntactic': 0.55, 'semantic': 0.85}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,"In the dog's hand, the dog found his favorite plaything on the tack","{'lexical': 0.3, 'syntactic': 0.55, 'semantic': 0.75}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy is near the pY.,"{'lexical': 0.45, 'syntactic': 0.35, 'semantic': 1.0}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy is right near the cigarette.,"{'lexical': 0.45, 'syntactic': 0.4, 'semantic': 0.8}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,The puppy found his favorite plaything on the tv's register.,"{'lexical': 0.45, 'syntactic': 0.2, 'semantic': 0.8}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's got his favorite plaything on the tuff.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.75}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Dog's favorite toy located on the tuff.,"{'lexical': 0.45, 'syntactic': 0.45, 'semantic': 0.85}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,The Dog's favorite toy is on the tuff.,"{'lexical': 0.45, 'syntactic': 0.2, 'semantic': 0.75}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's got his favorite plaything right next to the cigarette.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.75}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy is right near the tack.,"{'lexical': 0.45, 'syntactic': 0.4, 'semantic': 0.9}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy located on the cigarette.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.85}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy found his favorite plaything on the table.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.8}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy found his favorite toy on the tv's plate.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.9}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's got his favorite plaything right next to the label.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.7}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,"Puy, his favorite toy, near the tuff.","{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 1.0}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy. He's got a toy.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.7}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's found his favorite plaything on the tv's register.,"{'lexical': 0.5, 'syntactic': 0.4, 'semantic': 0.85}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,"Puy, his favorite toy, near the tack.","{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 1.0}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,"Puy, found his favorite toy on the tuff.","{'lexical': 0.5, 'syntactic': 0.5, 'semantic': 1.0}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy on the tuff.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.75}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Puppy's favorite toy near the cigarette.,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 1.0}",787
"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,The puppy found its favorite toy near its plate.,The puppy found her food bowl to be full.,2,Where is his favorite toy on the cigarette?,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.85}",787
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"Ann was so upset, because her mother had surgery tomorrow.","{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.85}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,Ann was sad because her mother had surgery tomorrow.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 1.0}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,Ann's been so sad because her mother's surgery to-morrow.,"{'lexical': 0.4, 'syntactic': 0.35, 'semantic': 0.75}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,Ann's been so sad because her mother's surgery tomorrow.,"{'lexical': 0.35, 'syntactic': 0.4, 'semantic': 0.85}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,Ann's been sad because her mother's surgery tomorrow.,"{'lexical': 0.2, 'syntactic': 0.45, 'semantic': 1.0}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,It's just that Ann was sad because her mother's surgery to-morrow.,"{'lexical': 0.2, 'syntactic': 0.45, 'semantic': 0.85}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"It's just that Ann was sad, because her mother's surgery to-morrow","{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.85}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"It's just that Ann was sad, because her mother's surgery tomorrow.","{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.85}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,It's just that Ann was sad because her mother's surgery tomorrow.,"{'lexical': 0.2, 'syntactic': 0.5, 'semantic': 0.9}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,Anne's been sad because her mother's surgery tomorrow.,"{'lexical': 0.25, 'syntactic': 0.5, 'semantic': 1.0}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,It's just that Ann was sad because her mother had surgery tomorrow.,"{'lexical': 0.2, 'syntactic': 0.55, 'semantic': 1.0}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,Ann's been sad because her mom's surgery tomorrow.,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 1.0}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"It's just that Ann was sad, because her mother had surgery tomorrow.","{'lexical': 0.25, 'syntactic': 0.55, 'semantic': 1.0}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"Ann was so upset, because her mother had surgery to-morrow.","{'lexical': 0.45, 'syntactic': 0.2, 'semantic': 0.75}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"It's just that Ann was sad, because her mom's surgery tomorrow.","{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.9}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,Ann's been so sad because her mom's surgery tomorrow.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.9}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"Ann's been so sad, because her mother's surgery tomorrow.","{'lexical': 0.4, 'syntactic': 0.45, 'semantic': 0.75}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,Ann's been so sad because her mum's surgery to-morrow.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.85}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,Ann's been so sad because her mum's surgery tomorrow.,"{'lexical': 0.45, 'syntactic': 0.3, 'semantic': 0.85}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"Ann's been so sad, because her mum's surgery tomorrow.","{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.8}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"Ann's been so sad, because her mom's surgery tomorrow.","{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.9}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"It's just that Ann was sad, because her mum's surgery to-morrow","{'lexical': 0.4, 'syntactic': 0.45, 'semantic': 0.8}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"Well, Ann was sad, her mom's surgery tomorrow.","{'lexical': 0.45, 'syntactic': 0.5, 'semantic': 0.9}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"Ann was so upset, because her mum had surgery tomorrow.","{'lexical': 0.5, 'syntactic': 0.2, 'semantic': 0.75}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"Ann was so upset, because her mom had surgery tomorrow.","{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.9}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"Well, Ann's been sad about her mother's surgery tomorrow.","{'lexical': 0.45, 'syntactic': 0.45, 'semantic': 0.8}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"It's just that Ann was sad, because her mum's surgery tomorrow.","{'lexical': 0.45, 'syntactic': 0.5, 'semantic': 0.8}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"Ann was so upset, because her mother had to be surgically to-morrow.","{'lexical': 0.5, 'syntactic': 0.2, 'semantic': 0.9}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,It's just that Ann's sad because her mom's surgery tomorrow.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.85}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,'Cause her mom's surgery tomorrow.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",2885
Ann was feeling blue.,The funny comedian made Anna laugh heartily!,Ann was sad because her mother was having surgery tomorrow.,"On Youtube, Ann found a video of a chef making jokes that she enjoyed.",1,"Ann's been so sad, her mother's surgery tomorrow.","{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.75}",2885
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good lady had a bad feeling about a dog.,"{'lexical': 0.45, 'syntactic': 0.25, 'semantic': 0.9}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A nice girl had been feeling bad about a dog.,"{'lexical': 0.2, 'syntactic': 0.2, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good lady's feeling a bit bad about a dog.,"{'lexical': 0.3, 'syntactic': 0.3, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good lady's feeling a dog's bad.,"{'lexical': 0.3, 'syntactic': 0.3, 'semantic': 0.85}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good lady's feeling a bit bad for a dog.,"{'lexical': 0.2, 'syntactic': 0.3, 'semantic': 1.0}",284
